customer_id,first_name,last_name,gender,age,city,state,occupation,annual_income,customer_segment,join_date
43,Veer,Parikh,Male,53,Nagpur,Maharashtra,Lawyer,2494545,Standard,2022-06-04
44,Hardik,Choudhury,Male,33,Surat,Gujarat,Teacher,885683,Standard,2023-12-03
45,Ekta,Varma,Female,43,Nagpur,Maharashtra,Lawyer,1248260,Gold,2018-10-02
46,Owen,Warrior,Male,34,Kolkata,West Bengal,Professor,704520,Gold,2019-08-24
47,Meera,Dhar,Female,64,Indore,Madhya Pradesh,Business,2774221,Platinum,2022-12-16
48,Lavanya,Ray,Female,31,Chennai,Tamil Nadu,Software Engineer,1198244,Platinum,2018-07-21
49,Kai,Hari,Male,55,Delhi,Delhi,Manager,1019884,Standard,2020-02-29
50,Umang,Gaba,Male,29,Mumbai,Maharashtra,Student,366248,Standard,2018-10-07
51,Ansh,Raghavan,Male,54,Mumbai,Maharashtra,Doctor,2046778,Standard,2025-10-04
52,Finn,Char,Male,60,Kolkata,West Bengal,Government Employee,585965,Silver,2021-11-26
53,Ucchal,Baria,Female,63,Lucknow,Uttar Pradesh,Business,1856725,Standard,2025-09-25
54,Adweta,Sen,Female,59,Lucknow,Uttar Pradesh,Professor,974471,Standard,2026-01-02
55,Mitali,Dutt,Female,57,Ahmedabad,Gujarat,Teacher,404883,Platinum,2025-01-25
56,Onkar,Khurana,Male,50,Hyderabad,Telangana,Teacher,681875,Standard,2019-01-30
57,Idika,Jha,Female,41,Hyderabad,Telangana,Teacher,860990,Standard,2020-10-28
58,Bimala,Bath,Female,69,Jaipur,Rajasthan,Consultant,2168848,Silver,2023-08-22
59,Chatresh,Sarma,Male,60,Noida,Uttar Pradesh,Consultant,2155685,Standard,2018-10-16
60,Qadim,Choudhary,Male,24,Noida,Uttar Pradesh,Business,1484142,Silver,2019-09-09
61,Qadim,Dara,Male,31,Jaipur,Rajasthan,Business,2181771,Silver,2022-04-04
62,Maanas,Kade,Male,34,Ahmedabad,Gujarat,Business,3119839,Gold,2021-10-07
63,Anthony,Bobal,Male,35,Kolkata,West Bengal,Teacher,732547,Standard,2025-05-23
64,Lajita,Rastogi,Female,65,Bengaluru,Karnataka,Software Engineer,1349360,Standard,2025-12-27
65,Suhani,Khurana,Female,22,Mumbai,Maharashtra,Consultant,940557,Gold,2025-08-20
66,Fariq,Bora,Male,41,Nagpur,Maharashtra,Consultant,1051112,Silver,2022-03-16
67,Ikbal,Palan,Male,37,Delhi,Delhi,Professor,967272,Standard,2023-10-26
68,Advay,Kumer,Male,33,Lucknow,Uttar Pradesh,Manager,1340562,Silver,2021-12-19
69,Yashvi,Konda,Female,65,Jaipur,Rajasthan,Consultant,2604470,Standard,2022-11-28
70,Ekalinga,Kota,Male,44,Noida,Uttar Pradesh,Software Engineer,1171305,Standard,2024-01-26
71,Vasatika,Korpal,Female,28,Chennai,Tamil Nadu,Professor,1220444,Silver,2023-01-24
72,Orinder,Garde,Male,48,Nagpur,Maharashtra,Professor,781211,Standard,2025-09-26
73,Dayita,Borde,Female,68,Nagpur,Maharashtra,Manager,1540031,Gold,2022-06-22
74,Kevin,Sahota,Male,43,Hyderabad,Telangana,Student,446047,Standard,2021-08-04
75,Chakradhar,Bhardwaj,Male,50,Lucknow,Uttar Pradesh,Business,2472813,Standard,2018-08-14
76,Xalak,Subramanian,Female,34,Noida,Uttar Pradesh,Student,160472,Standard,2023-06-15
77,Warda,Bera,Female,45,Jaipur,Rajasthan,Student,156834,Standard,2022-12-02
78,Idika,Solanki,Female,42,Mumbai,Maharashtra,Professor,1772531,Gold,2018-08-26
79,Maanav,Chowdhury,Male,45,Indore,Madhya Pradesh,Business,1186170,Standard,2026-05-04
80,Nitesh,Krishnan,Male,60,Mumbai,Maharashtra,Manager,1804496,Gold,2021-09-27
81,Panini,Sankar,Female,37,Noida,Uttar Pradesh,Teacher,777358,Standard,2024-09-01
82,Krishna,Kaul,Female,36,Indore,Madhya Pradesh,Manager,1743894,Silver,2018-12-15
83,Rayaan,Mitter,Male,65,Lucknow,Uttar Pradesh,Professor,1495125,Gold,2020-02-27
84,Vasana,Zachariah,Female,36,Chennai,Tamil Nadu,Professor,700851,Standard,2026-06-27
85,Neha,Morar,Female,61,Ahmedabad,Gujarat,Lawyer,1726492,Standard,2021-12-12
86,Chavvi,Khosla,Female,50,Chennai,Tamil Nadu,Software Engineer,977829,Silver,2026-05-08
87,Vansha,Anne,Female,33,Surat,Gujarat,Teacher,829089,Silver,2024-05-21
88,Jagdish,Mangal,Male,20,Delhi,Delhi,Doctor,1509023,Standard,2021-09-06
89,Gauri,Dash,Female,22,Surat,Gujarat,Government Employee,1391014,Standard,2019-02-28
90,Pranav,Bhakta,Male,33,Kolkata,West Bengal,Professor,1736784,Standard,2021-09-29
91,Naveen,Kurian,Male,32,Kolkata,West Bengal,Teacher,808116,Standard,2020-12-13
92,Jasmit,Lal,Female,25,Hyderabad,Telangana,Student,392241,Standard,2023-07-06
93,Yamini,Nair,Female,46,Surat,Gujarat,Consultant,2230844,Silver,2019-11-18
94,Zilmil,Thakkar,Female,28,Noida,Uttar Pradesh,Consultant,2770297,Silver,2019-11-10
95,Harita,Das,Female,33,Surat,Gujarat,Lawyer,1343564,Gold,2018-10-07
96,Tanvi,Chaudhary,Female,33,Lucknow,Uttar Pradesh,Consultant,2932547,Standard,2021-12-29
97,Raghav,D’Alia,Male,39,Chennai,Tamil Nadu,Business,1983537,Standard,2025-05-01
98,Naksh,Savant,Male,42,Hyderabad,Telangana,Software Engineer,1116314,Silver,2022-05-24
99,Frederick,Sankar,Male,39,Kolkata,West Bengal,Teacher,617510,Standard,2019-05-31
100,Xalak,Deo,Female,44,Nagpur,Maharashtra,Student,208440,Standard,2022-12-21
101,Jacob,Baral,Male,18,Ahmedabad,Gujarat,Government Employee,898858,Gold,2020-09-29
102,Aachal,Devi,Female,65,Chandigarh,Chandigarh,Professor,1578751,Silver,2024-06-14
103,Charles,Ramachandran,Male,45,Chennai,Tamil Nadu,Lawyer,1260160,Standard,2024-05-25
104,Baghyawati,Issac,Female,69,Lucknow,Uttar Pradesh,Manager,2302729,Standard,2019-11-21
105,Advay,Bava,Male,52,Jaipur,Rajasthan,Lawyer,1067654,Standard,2020-01-30
106,Neelima,Wason,Female,19,Lucknow,Uttar Pradesh,Government Employee,1091807,Standard,2019-07-14
107,Baghyawati,Bhasin,Female,21,Bengaluru,Karnataka,Software Engineer,1768251,Standard,2023-11-11
108,Edhitha,Khurana,Female,39,Pune,Maharashtra,Doctor,2153573,Silver,2020-03-05
109,Ridhi,Sachar,Female,23,Chennai,Tamil Nadu,Business,2768171,Standard,2022-01-14
110,Elijah,Jain,Male,22,Lucknow,Uttar Pradesh,Manager,1370227,Silver,2021-05-07
111,Tejas,Borra,Male,19,Hyderabad,Telangana,Student,229647,Silver,2021-06-21
112,Jagat,Misra,Male,25,Lucknow,Uttar Pradesh,Software Engineer,1793129,Silver,2018-08-14
113,Arjun,Biswas,Male,67,Chennai,Tamil Nadu,Lawyer,2266884,Standard,2021-07-01
114,Naveen,Kapadia,Male,55,Mumbai,Maharashtra,Software Engineer,1452295,Standard,2025-02-06
115,Chavvi,Ray,Female,42,Noida,Uttar Pradesh,Government Employee,1210250,Standard,2024-10-17
116,Patrick,Ganguly,Male,58,Indore,Madhya Pradesh,Teacher,710429,Standard,2018-10-31
117,Aadhya,Bhatti,Female,68,Mumbai,Maharashtra,Government Employee,1344657,Platinum,2020-11-24
118,Karan,Kapadia,Male,60,Kolkata,West Bengal,Manager,2017247,Standard,2025-12-04
119,Kashish,Karan,Female,49,Nagpur,Maharashtra,Student,320231,Standard,2019-07-30
120,Madhavi,Salvi,Female,45,Bengaluru,Karnataka,Lawyer,2283333,Standard,2023-07-17
121,Chaman,Raval,Female,52,Noida,Uttar Pradesh,Government Employee,1347458,Silver,2019-05-11
122,Eesha,Kumer,Female,33,Pune,Maharashtra,Professor,1262866,Gold,2026-06-10
123,Falan,Hora,Male,66,Hyderabad,Telangana,Business,2890800,Standard,2019-04-07
124,Devika,Dubey,Female,38,Ahmedabad,Gujarat,Manager,960188,Standard,2019-08-08
125,Theodore,Pingle,Male,35,Pune,Maharashtra,Manager,1441804,Gold,2021-01-10
126,Hemangini,Mistry,Female,30,Chandigarh,Chandigarh,Consultant,942576,Standard,2026-07-01
127,Jyoti,Atwal,Female,33,Surat,Gujarat,Lawyer,1964288,Silver,2024-04-16
128,Abha,Vig,Female,23,Delhi,Delhi,Lawyer,2462900,Standard,2019-02-22
129,Aachal,Bajwa,Female,55,Lucknow,Uttar Pradesh,Doctor,1842160,Standard,2026-06-28
130,Ekaja,Vyas,Female,62,Pune,Maharashtra,Professor,1393719,Standard,2022-09-09
131,Kamala,Natarajan,Female,64,Mumbai,Maharashtra,Business,1966946,Standard,2019-10-08
132,Abeer,Nair,Male,31,Hyderabad,Telangana,Consultant,1676574,Silver,2025-12-07
133,Ishita,Wadhwa,Female,56,Chandigarh,Chandigarh,Government Employee,1297135,Standard,2022-02-14
134,Krish,Parsa,Male,41,Hyderabad,Telangana,Doctor,1821273,Standard,2020-08-07
135,Rachit,Bera,Male,20,Chennai,Tamil Nadu,Consultant,1430927,Platinum,2026-05-03
136,Idika,Chahal,Female,18,Mumbai,Maharashtra,Software Engineer,1829447,Silver,2018-09-23
137,Unnati,Varkey,Female,29,Pune,Maharashtra,Lawyer,1723730,Platinum,2019-09-11
138,Wakeeta,Gole,Female,22,Nagpur,Maharashtra,Lawyer,1039258,Standard,2025-09-04
139,Indrajit,Bassi,Male,21,Lucknow,Uttar Pradesh,Government Employee,1160021,Standard,2026-02-20
140,Chasmum,Goyal,Female,53,Mumbai,Maharashtra,Teacher,530123,Silver,2020-02-26
141,Christopher,Talwar,Male,46,Ahmedabad,Gujarat,Consultant,2495421,Standard,2022-04-24
142,Meera,Desai,Female,21,Jaipur,Rajasthan,Business,3385004,Silver,2023-01-12
143,Viraj,Tella,Male,34,Hyderabad,Telangana,Doctor,2511800,Silver,2026-02-15
144,Mohammed,Ganguly,Male,22,Chandigarh,Chandigarh,Doctor,1564513,Standard,2021-05-15
145,Zarna,Krishnamurthy,Female,48,Jaipur,Rajasthan,Lawyer,2245716,Standard,2018-09-23
146,Zayan,Koshy,Male,47,Indore,Madhya Pradesh,Business,2185806,Standard,2019-10-11
147,Tanay,Dalal,Male,69,Lucknow,Uttar Pradesh,Business,3473756,Gold,2024-04-24
148,Charvi,Kunda,Female,59,Hyderabad,Telangana,Teacher,685507,Standard,2024-11-20
149,Netra,Anne,Female,28,Delhi,Delhi,Software Engineer,949757,Silver,2024-12-18
150,Gautami,Borde,Female,62,Ahmedabad,Gujarat,Lawyer,1060788,Standard,2023-07-31
151,Charvi,Srinivas,Female,49,Chandigarh,Chandigarh,Business,3099132,Standard,2023-08-11
152,Daniel,Chawla,Male,34,Jaipur,Rajasthan,Professor,1375957,Standard,2023-12-09
153,Tanay,Panchal,Male,66,Delhi,Delhi,Government Employee,1115643,Silver,2020-11-18
154,Riya,Shan,Female,66,Surat,Gujarat,Government Employee,542185,Standard,2024-11-24
155,Hamsini,Sheth,Female,45,Jaipur,Rajasthan,Business,1761220,Silver,2020-02-15
156,Vedika,Palla,Female,44,Pune,Maharashtra,Teacher,646420,Standard,2019-05-17
157,Chaitanya,Tak,Male,62,Kolkata,West Bengal,Software Engineer,1491648,Standard,2019-07-17
158,Ekanta,Butala,Female,23,Ahmedabad,Gujarat,Consultant,1053918,Standard,2022-03-17
159,Zilmil,Ghosh,Female,50,Kolkata,West Bengal,Teacher,805037,Gold,2020-04-03
160,Max,Basu,Male,21,Kolkata,West Bengal,Consultant,2837669,Standard,2023-11-05
161,Nidhi,Sarkar,Female,58,Ahmedabad,Gujarat,Government Employee,1293188,Standard,2024-06-16
162,Rachit,Gour,Male,26,Chandigarh,Chandigarh,Doctor,1760057,Gold,2023-08-14
163,Sanya,Golla,Female,58,Delhi,Delhi,Lawyer,1054648,Silver,2020-11-17
164,Benjamin,Chatterjee,Male,18,Chandigarh,Chandigarh,Software Engineer,1451690,Silver,2025-09-30
165,Madhav,Nadig,Male,25,Noida,Uttar Pradesh,Doctor,2964555,Standard,2018-07-18
166,Abeer,Kalita,Male,63,Noida,Uttar Pradesh,Software Engineer,1845169,Standard,2025-08-30
167,Triveni,Naidu,Female,33,Ahmedabad,Gujarat,Professor,1711874,Standard,2024-11-27
168,Kalpit,Mody,Male,56,Noida,Uttar Pradesh,Professor,1099738,Standard,2020-12-21
169,Faras,Hayer,Male,68,Surat,Gujarat,Teacher,544833,Gold,2022-04-06
170,Brinda,Parsa,Female,18,Nagpur,Maharashtra,Consultant,2020603,Standard,2023-03-03
171,Hemangini,Om,Female,49,Lucknow,Uttar Pradesh,Government Employee,1108093,Gold,2021-07-18
172,Adweta,Biswas,Female,39,Pune,Maharashtra,Consultant,2931475,Silver,2018-07-27
173,Harini,Buch,Female,30,Nagpur,Maharashtra,Lawyer,1474816,Platinum,2019-09-04
174,Pratyush,Mishra,Male,67,Hyderabad,Telangana,Government Employee,901574,Standard,2025-08-19
175,Upadhriti,Pandey,Female,69,Noida,Uttar Pradesh,Lawyer,2278970,Standard,2025-12-29
176,Teerth,Banerjee,Male,50,Bengaluru,Karnataka,Lawyer,877635,Platinum,2025-10-24
177,Riya,Grover,Female,46,Nagpur,Maharashtra,Teacher,858327,Standard,2022-06-13
178,Indali,Kunda,Female,44,Bengaluru,Karnataka,Student,478768,Gold,2026-04-08
179,Jai,Khanna,Male,34,Surat,Gujarat,Teacher,646148,Standard,2019-06-10
180,Deepa,Balay,Female,61,Pune,Maharashtra,Teacher,846570,Gold,2023-12-16
181,Bhavna,Sachdeva,Female,66,Indore,Madhya Pradesh,Manager,2214493,Standard,2020-03-17
182,Yuvraj,Saxena,Male,58,Hyderabad,Telangana,Government Employee,571744,Silver,2020-09-06
183,Veda,Nayar,Female,45,Mumbai,Maharashtra,Doctor,2766082,Platinum,2023-04-25
184,Dalbir,Buch,Male,37,Indore,Madhya Pradesh,Lawyer,1148892,Gold,2024-04-19
185,Sathvik,Babu,Male,40,Chennai,Tamil Nadu,Manager,1017690,Standard,2024-10-23
186,Zashil,Kumer,Male,54,Kolkata,West Bengal,Doctor,2313936,Silver,2018-11-20
187,Vihaan,Panchal,Male,57,Mumbai,Maharashtra,Software Engineer,1167147,Gold,2025-03-05
188,Aayush,Yohannan,Male,32,Bengaluru,Karnataka,Lawyer,2022969,Standard,2019-06-09
189,Falguni,Banik,Female,18,Lucknow,Uttar Pradesh,Lawyer,1335458,Gold,2024-04-18
190,Aradhana,Tripathi,Female,22,Bengaluru,Karnataka,Business,3292598,Standard,2024-07-30
191,Oni,Sidhu,Female,45,Lucknow,Uttar Pradesh,Government Employee,813685,Silver,2020-04-26
192,Aahana,Tata,Female,48,Kolkata,West Bengal,Business,1835576,Standard,2024-12-27
193,Yutika,Murty,Female,36,Jaipur,Rajasthan,Government Employee,876395,Platinum,2024-07-18
194,Brinda,Jayaraman,Female,35,Kolkata,West Bengal,Student,445101,Standard,2019-09-25
195,Isaac,Amble,Male,36,Ahmedabad,Gujarat,Government Employee,1281369,Silver,2023-02-11
196,Harsh,Sant,Male,32,Pune,Maharashtra,Government Employee,1340886,Silver,2019-09-29
197,Yauvani,Lata,Female,58,Noida,Uttar Pradesh,Software Engineer,1003767,Silver,2025-06-14
198,Alka,Narayan,Female,41,Jaipur,Rajasthan,Lawyer,869970,Silver,2025-07-17
199,Teerth,Kumar,Male,44,Indore,Madhya Pradesh,Business,2370359,Standard,2021-03-13
200,Jairaj,Om,Male,50,Chandigarh,Chandigarh,Consultant,2434517,Gold,2018-09-14
201,Jacob,Mishra,Male,36,Surat,Gujarat,Business,3021016,Silver,2020-01-29
202,Aadhya,Sharaf,Female,27,Mumbai,Maharashtra,Teacher,645540,Silver,2022-04-11
203,Lakshit,Kale,Male,68,Mumbai,Maharashtra,Professor,1467085,Standard,2025-08-03
204,Indali,Gokhale,Female,41,Ahmedabad,Gujarat,Consultant,1418368,Silver,2023-05-09
205,Shivani,Doshi,Female,58,Nagpur,Maharashtra,Government Employee,899534,Gold,2025-10-06
206,Kalpit,Chana,Male,57,Delhi,Delhi,Doctor,2188758,Gold,2019-08-10
207,Adya,Swaminathan,Female,22,Lucknow,Uttar Pradesh,Government Employee,732120,Silver,2025-07-02
208,Upasna,Ranganathan,Female,26,Mumbai,Maharashtra,Business,2712516,Standard,2024-03-25
209,Oscar,Keer,Male,24,Mumbai,Maharashtra,Business,3066217,Standard,2022-03-05
210,Warinder,Brahmbhatt,Male,60,Pune,Maharashtra,Professor,1651359,Gold,2023-04-22
211,Isha,Tank,Female,27,Indore,Madhya Pradesh,Government Employee,1278325,Gold,2024-10-05
212,Jagat,Khalsa,Male,35,Kolkata,West Bengal,Lawyer,2091116,Standard,2024-03-02
213,Bhavani,Tata,Female,33,Ahmedabad,Gujarat,Doctor,2129841,Gold,2025-03-14
214,Rehaan,Sen,Male,59,Noida,Uttar Pradesh,Manager,2041827,Standard,2025-01-20
215,Vanya,Iyer,Female,70,Mumbai,Maharashtra,Business,1796114,Standard,2020-04-02
216,Nihal,Borah,Male,68,Delhi,Delhi,Government Employee,522394,Standard,2023-07-29
217,Balvan,Dayal,Male,66,Mumbai,Maharashtra,Government Employee,715173,Silver,2023-09-22
218,Ayushman,Devan,Male,27,Surat,Gujarat,Doctor,1889039,Silver,2021-12-28
219,Zehaan,Sharma,Male,52,Bengaluru,Karnataka,Business,1606865,Standard,2019-12-31
220,Yatin,Chhabra,Male,19,Nagpur,Maharashtra,Teacher,746584,Standard,2019-04-06
221,Ishita,Kalita,Female,19,Pune,Maharashtra,Doctor,2434914,Standard,2023-09-28
222,Ishaan,Narang,Male,25,Chandigarh,Chandigarh,Software Engineer,1682818,Silver,2019-12-01
223,Vanya,Bhasin,Female,50,Pune,Maharashtra,Lawyer,2431619,Silver,2022-01-27
224,Arunima,Bhavsar,Female,20,Jaipur,Rajasthan,Consultant,1829247,Silver,2024-10-31
225,Prisha,Verma,Female,21,Delhi,Delhi,Lawyer,2149183,Platinum,2021-12-07
226,Avni,Pingle,Female,63,Ahmedabad,Gujarat,Professor,926412,Gold,2026-04-30
227,Teerth,Sankaran,Male,27,Jaipur,Rajasthan,Teacher,568879,Standard,2024-10-24
228,Vrinda,Dayal,Female,53,Jaipur,Rajasthan,Government Employee,1163829,Silver,2025-07-25
229,Saanvi,Kannan,Female,47,Chennai,Tamil Nadu,Government Employee,1056329,Standard,2025-03-05
230,Barkha,Sood,Female,25,Indore,Madhya Pradesh,Teacher,815810,Gold,2022-03-29
231,Qadim,Mishra,Male,32,Noida,Uttar Pradesh,Professor,1646979,Standard,2021-08-17
232,Xiti,Gole,Female,24,Indore,Madhya Pradesh,Professor,1572393,Standard,2023-04-27
233,Eta,Parmar,Female,61,Bengaluru,Karnataka,Business,2569932,Gold,2020-12-05
234,Warjas,Nayak,Male,23,Mumbai,Maharashtra,Teacher,836088,Standard,2024-12-25
235,Bhanumati,Dugal,Female,55,Delhi,Delhi,Software Engineer,1966794,Platinum,2021-12-30
236,Yutika,Mammen,Female,60,Pune,Maharashtra,Teacher,615382,Gold,2023-10-03
237,Odika,Nori,Female,37,Jaipur,Rajasthan,Student,250800,Standard,2022-01-05
238,Samar,Krish,Male,24,Hyderabad,Telangana,Software Engineer,1811224,Standard,2026-01-31
239,Ishanvi,Sem,Female,54,Chennai,Tamil Nadu,Teacher,799824,Standard,2019-07-13
240,Brinda,Parekh,Female,60,Jaipur,Rajasthan,Consultant,1010116,Gold,2022-06-29
241,Janya,Yohannan,Female,62,Chennai,Tamil Nadu,Student,194589,Silver,2021-01-27
242,Bimala,Kapur,Female,27,Bengaluru,Karnataka,Manager,912804,Silver,2018-11-10
243,Hema,Sahni,Female,58,Indore,Madhya Pradesh,Teacher,474383,Platinum,2018-11-18
244,Advik,Menon,Male,44,Kolkata,West Bengal,Consultant,1802332,Standard,2018-11-15
245,Praneel,Subramaniam,Male,38,Indore,Madhya Pradesh,Manager,1553550,Silver,2024-07-01
246,Zaid,Balan,Male,66,Bengaluru,Karnataka,Student,181568,Silver,2020-10-10
247,Aayush,Chad,Male,45,Lucknow,Uttar Pradesh,Business,2858550,Standard,2019-03-23
248,Brinda,Dhawan,Female,66,Hyderabad,Telangana,Professor,1272872,Standard,2020-07-25
249,Ishani,Dewan,Female,61,Chennai,Tamil Nadu,Professor,932552,Silver,2019-12-14
250,Bishakha,De,Female,32,Delhi,Delhi,Consultant,2193604,Standard,2026-05-06
251,Chatresh,Lad,Male,31,Chennai,Tamil Nadu,Student,207176,Silver,2024-08-16
252,Megha,Bali,Female,18,Mumbai,Maharashtra,Business,2376244,Standard,2020-09-12
253,Bhavya,Panchal,Female,52,Kolkata,West Bengal,Software Engineer,1070922,Silver,2021-07-01
254,Raksha,Dave,Female,65,Nagpur,Maharashtra,Teacher,608179,Standard,2023-02-17
255,Gabriel,Ray,Male,38,Nagpur,Maharashtra,Lawyer,963289,Silver,2023-05-18
256,Gautami,Iyengar,Female,43,Mumbai,Maharashtra,Professor,1307157,Standard,2019-10-05
257,Jhalak,Tailor,Female,62,Nagpur,Maharashtra,Software Engineer,1764893,Gold,2026-02-14
258,Faraj,Choudhury,Male,45,Hyderabad,Telangana,Professor,922011,Silver,2024-07-20
259,Gagan,Naik,Male,39,Indore,Madhya Pradesh,Professor,1350692,Standard,2021-12-24
260,Azad,Sarma,Male,25,Lucknow,Uttar Pradesh,Teacher,667640,Standard,2019-04-07
261,Onveer,Lall,Male,70,Indore,Madhya Pradesh,Manager,1636309,Silver,2024-01-13
262,Wridesh,Prakash,Male,34,Bengaluru,Karnataka,Doctor,1415596,Standard,2026-02-10
263,Wahab,Tailor,Male,58,Surat,Gujarat,Teacher,492875,Standard,2020-03-27
264,Waida,Nagy,Female,57,Lucknow,Uttar Pradesh,Government Employee,1174225,Standard,2024-04-10
265,Nandini,Lall,Female,48,Mumbai,Maharashtra,Software Engineer,1722249,Standard,2022-01-22
266,Urishilla,Vala,Female,40,Delhi,Delhi,Business,3480594,Standard,2025-09-27
267,Rachita,Nagy,Female,21,Delhi,Delhi,Lawyer,1747732,Standard,2019-07-13
268,Omya,Tripathi,Female,23,Nagpur,Maharashtra,Teacher,737990,Silver,2023-07-05
269,Warda,Sant,Female,68,Chandigarh,Chandigarh,Lawyer,2017038,Silver,2020-05-05
270,Darpan,Prakash,Male,59,Jaipur,Rajasthan,Lawyer,2498307,Standard,2019-03-22
271,Zansi,Lalla,Female,46,Delhi,Delhi,Consultant,1532757,Standard,2025-08-04
272,Brinda,Hayre,Female,29,Lucknow,Uttar Pradesh,Teacher,664528,Standard,2022-01-28
273,Anita,Kapur,Female,57,Chandigarh,Chandigarh,Lawyer,1899051,Standard,2022-08-11
274,Megha,Samra,Female,67,Kolkata,West Bengal,Business,2624942,Standard,2023-02-20
275,Advik,Loke,Male,24,Pune,Maharashtra,Manager,1038227,Silver,2025-11-27
276,Ganga,Balakrishnan,Female,60,Indore,Madhya Pradesh,Business,2056946,Platinum,2022-04-04
277,Yug,Sahni,Male,60,Jaipur,Rajasthan,Manager,1070922,Standard,2022-10-27
278,Tanvi,Agarwal,Female,56,Bengaluru,Karnataka,Business,2643990,Silver,2022-07-08
279,Faris,Mahajan,Male,59,Kolkata,West Bengal,Business,3344289,Silver,2023-12-29
280,Maanav,Narayanan,Male,60,Lucknow,Uttar Pradesh,Consultant,1291970,Standard,2019-09-18
