customer_id,first_name,last_name,age,gender,state,occupation,annual_income,customer_segment,total_spending,average_transaction,max_transaction,total_transactions,cards_owned,credit_limit,available_limit,spending_income_ratio,customer_lifetime_days,avg_spend_per_day,high_value_customer
24,Hemangini,Ray,28,Female,West Bengal,Teacher,553878,Standard,698616.52,12256.430175438596,134499.81,57,2,84741,60003,1.261318413080137,2303,303.35063829787237,False
25,Wakeeta,Suri,24,Female,Chandigarh,Consultant,1649320,Gold,1002532.71,14529.45956521739,139678.96,69,3,673790,536370,0.6078460880847865,1265,792.5159762845849,True
26,Chandani,Maharaj,41,Female,Karnataka,Consultant,1734293,Silver,608887.17,12177.743400000001,111628.24,50,2,188627,78946,0.3510866791251536,2105,289.2575629453682,False
27,Manan,Parmer,19,Male,Gujarat,Government Employee,839902,Standard,1272875.09,16112.342911392407,142290.21,79,3,127128,67002,1.51550429692988,1085,1173.1567649769586,True
28,Urvi,Bala,33,Female,Delhi,Business,2004335,Gold,318856.49,8175.807435897435,141639.55,39,1,337149,235926,0.1590834316618729,630,506.1214126984127,False
29,Girindra,Misra,70,Male,Gujarat,Teacher,783730,Standard,660824.26,17860.115135135136,145557.63,37,1,137684,104929,0.8431784670741199,1383,477.81942154736083,False
30,Balvan,Mangat,28,Male,Chandigarh,Software Engineer,1796739,Standard,154983.02,7380.143809523809,72225.73,21,1,144811,118290,0.08625794842767925,550,281.78730909090905,False
31,Charvi,Bhakta,64,Female,Gujarat,Doctor,2330985,Silver,562525.08,8789.454375,138849.5,64,3,206708,151951,0.24132505357177328,622,904.3811575562701,False
32,Amruta,Hans,51,Female,Gujarat,Professor,1483119,Standard,585226.71,11475.033529411763,81430.45,51,2,145561,85538,0.3945918769835731,259,2259.5625868725865,False
33,Tarak,Chopra,19,Male,Maharashtra,Doctor,1334272,Silver,1400023.67,15730.603033707865,145505.64,89,3,149862,115250,1.0492790600417305,2694,519.68213437268,True
34,Mitesh,Padmanabhan,22,Male,Delhi,Government Employee,730914,Silver,651237.94,15883.85219512195,137887.15,41,2,221275,131867,0.890991197322804,1483,439.13549561699256,False
35,Christopher,Kala,20,Male,Uttar Pradesh,Doctor,1341348,Gold,169813.01,7718.773181818182,42843.03,22,1,723636,668684,0.12659877227982597,2758,61.571069615663525,False
36,Ekaraj,Prashad,60,Male,Tamil Nadu,Consultant,1898263,Standard,924434.93,13397.607681159421,133621.75,69,3,103269,94633,0.4869899113031229,1558,593.3471951219512,True
37,Jagat,Savant,33,Male,Gujarat,Government Employee,1104201,Silver,754943.47,14802.813137254901,133489.14,51,2,205130,76909,0.6837011286894324,2208,341.912803442029,False
38,Aadhya,Nanda,60,Female,Maharashtra,Doctor,1397815,Standard,516521.07,11228.718913043478,99550.64,46,2,141303,138138,0.3695203370975415,2715,190.24717127071824,False
39,Isha,Yadav,64,Female,Maharashtra,Professor,1679421,Standard,1347422.41,17055.97987341772,120437.05,79,3,148038,85515,0.802313660481797,637,2115.2628100470956,True
40,Liam,Toor,39,Male,Madhya Pradesh,Student,311089,Gold,457023.8,15234.126666666667,138980.93,30,1,606277,431857,1.4691094831382658,2607,175.30640583045647,False
41,Gaurav,Sachar,52,Male,Telangana,Doctor,1601793,Standard,1045764.9299999999,13407.242692307691,146454.83,78,3,138501,72378,0.6528714571733051,1594,656.0633186951067,True
42,Vanya,Saini,33,Female,Gujarat,Software Engineer,1384151,Gold,612693.51,12503.949183673469,113954.9,49,2,793667,496275,0.44264932799961854,909,674.0302640264026,False
43,Veer,Parikh,53,Male,Maharashtra,Lawyer,2494545,Standard,787316.99,14314.854363636363,123925.38,55,2,84179,41792,0.315615468953256,1491,528.0462709590879,False
44,Hardik,Choudhury,33,Male,Gujarat,Teacher,885683,Standard,650321.39,11612.881964285714,136638.14,56,2,138039,126018,0.734259763369061,954,681.678605870021,False
45,Ekta,Varma,43,Female,Maharashtra,Lawyer,1248260,Gold,250115.87,10004.6348,46186.43,25,1,540273,487747,0.2003716132856937,2640,94.74085984848485,False
46,Owen,Warrior,34,Male,West Bengal,Professor,704520,Gold,1145160.58,15687.131232876713,138117.84,73,3,789296,602750,1.625447936183501,2518,454.78974583002383,True
47,Meera,Dhar,64,Female,Madhya Pradesh,Business,2774221,Platinum,147407.55,4606.4859375,21339.96,32,1,1574954,1070147,0.05313475386423792,1296,113.74039351851852,False
48,Lavanya,Ray,31,Female,Tamil Nadu,Software Engineer,1198244,Platinum,328677.96,11738.498571428572,119448.62,28,1,1939210,1216187,0.2742996918824547,2886,113.88702702702703,False
49,Kai,Hari,55,Male,Delhi,Manager,1019884,Standard,824474.25,16166.161764705883,149905.17,51,3,137538,113953,0.8084000239242894,2307,357.379388816645,False
50,Umang,Gaba,29,Male,Maharashtra,Student,366248,Standard,608195.42,17377.012000000002,136355.77,35,1,85697,44174,1.6606108975339116,2828,215.0620297029703,False
51,Ansh,Raghavan,54,Male,Maharashtra,Doctor,2046778,Standard,1218625.21,13848.01375,140433.41,88,3,144058,125163,0.5953870962068187,233,5230.1511158798285,True
52,Finn,Char,60,Male,West Bengal,Government Employee,585965,Silver,993586.55,14829.650000000001,145998.17,67,2,172530,120394,1.695641463227326,1692,587.2260933806147,True
53,Ucchal,Baria,63,Female,Uttar Pradesh,Business,1856725,Standard,204013.25,6000.389705882353,37677.51,34,1,67146,61896,0.10987801101401662,280,728.61875,False
54,Adweta,Sen,59,Female,Uttar Pradesh,Professor,974471,Standard,963238.91,17837.757592592592,124456.66,54,2,147154,102058,0.988473653910686,191,5043.135654450262,True
55,Mitali,Dutt,57,Female,Gujarat,Teacher,404883,Platinum,347435.9,10218.70294117647,104651.84,34,1,1112589,905868,0.8581143194453706,537,646.9942271880819,False
56,Onkar,Khurana,50,Male,Telangana,Teacher,681875,Standard,476556.28,17019.867142857143,134474.9,28,1,126350,110325,0.6988909697525206,2697,176.69865776789027,False
57,Idika,Jha,41,Female,Telangana,Teacher,860990,Standard,846289.51,28209.650333333335,140633.48,30,1,66704,22752,0.9829260618590228,2070,408.8355120772947,False
58,Bimala,Bath,69,Female,Rajasthan,Consultant,2168848,Silver,417328.38,8879.327234042554,67057.27,47,2,278799,149051,0.19241937655382027,1058,394.45026465028354,False
59,Chatresh,Sarma,60,Male,Uttar Pradesh,Consultant,2155685,Standard,675454.89,9127.768783783784,82944.44,74,3,96357,82171,0.3133365449961381,2805,240.80388235294117,False
60,Qadim,Choudhary,24,Male,Uttar Pradesh,Business,1484142,Silver,164009.47999999998,6074.425185185184,41392.95,27,1,293085,175005,0.11050794331000671,2465,66.53528600405679,False
61,Qadim,Dara,31,Male,Rajasthan,Business,2181771,Silver,594831.58,14162.656666666666,111040.43,42,2,200281,71848,0.27263703660925,1504,395.4997207446808,False
62,Maanas,Kade,34,Male,Gujarat,Business,3119839,Gold,549405.14,9472.502413793103,119546.03,58,2,460007,362720,0.17610047826185904,1740,315.7500804597701,False
63,Anthony,Bobal,35,Male,West Bengal,Teacher,732547,Standard,348442.61,13937.704399999999,101527.13,25,1,136511,66266,0.47565904986301216,392,888.8842091836734,False
64,Lajita,Rastogi,65,Female,Karnataka,Software Engineer,1349360,Standard,663483.65,14423.557608695653,128629.73,46,2,86585,82601,0.4917024737653406,188,3529.16835106383,False
65,Suhani,Khurana,22,Female,Maharashtra,Consultant,940557,Gold,1018010.8099999999,14753.779855072464,140375.31,69,3,792430,639199,1.082348874124588,330,3084.8812424242424,True
66,Fariq,Bora,41,Male,Maharashtra,Consultant,1051112,Silver,378368.58999999997,16450.808260869562,134527.59,23,1,110028,47216,0.3599698129219341,1559,242.69954457985887,False
67,Ikbal,Palan,37,Male,Delhi,Professor,967272,Standard,1004868.13,15225.274696969696,132326.84,66,3,129457,105870,1.0388682087354952,981,1024.3304077471967,True
68,Advay,Kumer,33,Male,Uttar Pradesh,Manager,1340562,Silver,733601.02,12026.246229508197,138982.51,61,2,285803,212038,0.5472339362148114,1663,441.13110042092603,False
69,Yashvi,Konda,65,Female,Rajasthan,Consultant,2604470,Standard,1676654.76,20447.009268292684,138680.25,82,3,137062,85852,0.6437604426236432,1246,1345.629823434992,True
70,Ekalinga,Kota,44,Male,Uttar Pradesh,Software Engineer,1171305,Standard,1409824.32,20432.23652173913,144929.34,69,3,122667,75478,1.20363553472409,903,1561.267242524917,True
71,Vasatika,Korpal,28,Female,Tamil Nadu,Professor,1220444,Silver,226236.5,12568.694444444445,68883.24,18,1,274307,181682,0.18537229074009132,1268,178.41995268138803,False
72,Orinder,Garde,48,Male,Maharashtra,Professor,781211,Standard,1204905.57,13387.839666666667,122671.71,90,3,130676,113795,1.542356124017711,291,4140.568969072166,True
73,Dayita,Borde,68,Female,Maharashtra,Manager,1540031,Gold,569198.71,16741.138529411764,107790.8,34,1,711963,517667,0.36960211190553954,1484,383.5570822102426,False
74,Kevin,Sahota,43,Male,Telangana,Student,446047,Standard,1259257.17,15546.384814814814,119401.36,81,3,146463,91188,2.823149062766928,1796,701.1454175946548,True
75,Chakradhar,Bhardwaj,50,Male,Uttar Pradesh,Business,2472813,Standard,1033187.79,19868.99596153846,146251.27,52,3,87196,76691,0.4178188120169216,2885,358.12401733102257,True
76,Xalak,Subramanian,34,Female,Uttar Pradesh,Student,160472,Standard,390632.54000000004,15024.328461538464,114580.45,26,1,53201,18988,2.4342722717981955,1045,373.811043062201,False
77,Warda,Bera,45,Female,Rajasthan,Student,156834,Standard,646685.9,23095.925,110233.22,28,1,130120,48581,4.123378221559101,1250,517.3487200000001,False
78,Idika,Solanki,42,Female,Maharashtra,Professor,1772531,Gold,576698.27,13411.587674418604,123551.19,43,2,764590,433257,0.3253529952367547,2873,200.73034110685694,False
79,Maanav,Chowdhury,45,Male,Madhya Pradesh,Business,1186170,Standard,374339.47,10398.31861111111,57773.55,36,1,135990,130925,0.31558669499312914,69,5425.209710144927,False
80,Nitesh,Krishnan,60,Male,Maharashtra,Manager,1804496,Gold,288390.77,9944.509310344829,41216.39,29,1,708116,435333,0.15981790483326094,1734,166.31532295271052,False
81,Panini,Sankar,37,Female,Uttar Pradesh,Teacher,777358,Standard,589985.4299999999,20344.32517241379,124906.18,29,1,141214,110253,0.7589623185199097,607,971.969406919275,False
82,Krishna,Kaul,36,Female,Madhya Pradesh,Manager,1743894,Silver,804115.33,16082.3066,139326.49,50,2,246120,139161,0.46110332967485407,2727,294.87177484415105,False
83,Rayaan,Mitter,65,Male,Uttar Pradesh,Professor,1495125,Gold,359029.0,10879.666666666666,79163.5,33,2,798094,703499,0.24013309923919404,2286,157.05555555555554,False
84,Vasana,Zachariah,36,Female,Tamil Nadu,Professor,700851,Standard,1189241.42,13514.107045454544,125057.01,88,3,133579,76420,1.6968534253357703,8,148655.1775,True
85,Neha,Morar,61,Female,Gujarat,Lawyer,1726492,Standard,1180823.59,14400.28768292683,144089.45,82,3,132149,71002,0.6839438526213849,1644,718.2625243309003,True
86,Chavvi,Khosla,50,Female,Tamil Nadu,Software Engineer,977829,Silver,401004.27,9325.68069767442,92272.1,43,2,241597,93601,0.41009651994367113,48,8354.255625,False
87,Vansha,Anne,33,Female,Gujarat,Teacher,829089,Silver,924136.81,17436.543584905663,136822.88,53,2,285183,169475,1.114641262880101,787,1174.2526175349428,True
88,Jagdish,Mangal,20,Male,Delhi,Doctor,1509023,Standard,738127.54,17165.75674418605,149308.37,43,2,105069,82569,0.48914267045631515,1771,416.7857368718239,False
89,Gauri,Dash,22,Female,Gujarat,Government Employee,1391014,Standard,1170940.41,13775.769529411764,141141.46,85,3,148759,95743,0.8417890905483337,2682,436.5922483221476,True
90,Pranav,Bhakta,33,Male,West Bengal,Professor,1736784,Standard,931798.49,17919.20173076923,127954.6,52,2,113993,95791,0.536507988327852,1702,547.4726733254994,True
91,Naveen,Kurian,32,Male,West Bengal,Teacher,808116,Standard,700243.0,29176.791666666668,149114.99,24,1,94057,81211,0.8665129758599013,2028,345.28747534516765,False
92,Jasmit,Lal,25,Female,Telangana,Student,392241,Standard,987424.17,11896.676746987952,145613.81,83,3,134246,96452,2.5173915271478506,1105,893.5965339366517,True
93,Yamini,Nair,46,Female,Gujarat,Consultant,2230844,Silver,433786.99,12758.440882352941,127522.21,34,1,147639,50881,0.1944497194783678,2430,178.5131646090535,False
94,Zilmil,Thakkar,28,Female,Uttar Pradesh,Consultant,2770297,Silver,985358.71,17595.69125,123355.88,56,2,185813,99940,0.35568702922466433,2377,414.53879259570886,True
95,Harita,Das,33,Female,Gujarat,Lawyer,1343564,Gold,727492.02,14846.775918367348,146109.37,49,2,694269,644447,0.5414643589735956,2819,258.067406881873,False
96,Tanvi,Chaudhary,33,Female,Uttar Pradesh,Consultant,2932547,Standard,1135287.0,21420.509433962263,136771.89,53,2,148176,115154,0.38713343724755306,1622,699.9303329223181,True
97,Raghav,D’Alia,39,Male,Tamil Nadu,Business,1983537,Standard,1118643.84,15536.720000000001,136056.07,72,3,135426,59404,0.5639641912401937,437,2559.8257208237987,True
98,Naksh,Savant,42,Male,Telangana,Software Engineer,1116314,Silver,635992.4299999999,19272.497878787875,118027.22,33,1,224141,97228,0.5697253908846435,1494,425.6977443105756,False
99,Frederick,Sankar,39,Male,West Bengal,Teacher,617510,Standard,1004019.52,11952.613333333333,143252.26,84,3,110952,66871,1.6259162118832085,2584,388.55244582043343,True
100,Xalak,Deo,44,Female,Maharashtra,Student,208440,Standard,603988.27,17256.807714285715,132589.05,35,1,90888,65001,2.8976600940318558,1287,469.2993550893551,False
101,Jacob,Baral,18,Male,Gujarat,Government Employee,898858,Gold,883160.86,12438.885352112677,133025.66,71,3,610429,545208,0.9825365741863564,2081,424.3925324363287,False
102,Aachal,Devi,65,Female,Chandigarh,Professor,1578751,Silver,541409.57,10215.274905660377,145151.09,53,2,248355,184192,0.3429353773964355,720,751.957736111111,False
103,Charles,Ramachandran,45,Male,Tamil Nadu,Lawyer,1260160,Standard,1336687.26,13234.527326732674,131070.35,101,3,63833,50869,1.0607282091163026,772,1731.4601813471502,True
104,Baghyawati,Issac,69,Female,Uttar Pradesh,Manager,2302729,Standard,861946.15,14609.256779661016,126905.28,59,2,142708,70015,0.3743150626930047,2425,355.4417113402062,False
105,Advay,Bava,52,Male,Rajasthan,Lawyer,1067654,Standard,941579.92,11918.733164556963,132088.29,79,3,130728,109757,0.8819148525645949,2337,402.9011210954215,True
106,Neelima,Wason,19,Female,Uttar Pradesh,Government Employee,1091807,Standard,182504.88,8295.676363636363,53511.44,22,1,86559,83745,0.16715855457970136,2542,71.79578284815106,False
107,Baghyawati,Bhasin,21,Female,Karnataka,Software Engineer,1768251,Standard,367852.42,7826.647234042553,72080.4,47,2,148366,105419,0.20803178960453012,873,421.3658877434135,False
108,Edhitha,Khurana,39,Female,Maharashtra,Doctor,2153573,Silver,497329.13,12433.22825,149232.93,40,2,193015,125629,0.23093209749565025,2317,214.643560638757,False
109,Ridhi,Sachar,23,Female,Tamil Nadu,Business,2768171,Standard,725773.56,13693.840754716983,130085.93,53,2,128139,74652,0.2621852334989421,1620,448.0083703703704,False
110,Elijah,Jain,22,Male,Uttar Pradesh,Manager,1370227,Silver,271547.0,13577.35,65283.68,20,1,288763,193170,0.1981766524816691,1842,147.4196525515744,False
111,Tejas,Borra,19,Male,Telangana,Student,229647,Silver,1154126.96,20984.126545454546,146941.54,55,2,281039,209115,5.025656594686628,1841,626.9022053231939,True
112,Jagat,Misra,25,Male,Uttar Pradesh,Software Engineer,1793129,Silver,315023.12,12116.273846153847,102966.43,26,1,158090,100432,0.17568346727982204,2862,110.07097134870719,False
113,Arjun,Biswas,67,Male,Tamil Nadu,Lawyer,2266884,Standard,674226.4500000001,10534.788281250001,138036.06,64,3,112031,106153,0.2974243278438597,1824,369.6416940789474,False
114,Naveen,Kapadia,55,Male,Maharashtra,Software Engineer,1452295,Standard,552649.75,12014.125,101743.2,46,2,142124,102110,0.3805354628364072,499,1107.5145290581163,False
115,Chavvi,Ray,42,Female,Uttar Pradesh,Government Employee,1210250,Standard,508304.28,20332.1712,142611.29,25,1,144540,68604,0.4199994050815947,612,830.5625490196079,False
116,Patrick,Ganguly,58,Male,Madhya Pradesh,Teacher,710429,Standard,516202.54000000004,10121.61843137255,73485.85,51,2,147370,114447,0.7266067967383089,2789,185.08517031193978,False
117,Aadhya,Bhatti,68,Female,Maharashtra,Government Employee,1344657,Platinum,914093.38,11426.16725,140128.2,80,3,1379861,1173740,0.6797966916470148,2060,443.7346504854369,False
118,Karan,Kapadia,60,Male,West Bengal,Manager,2017247,Standard,476797.03,17028.465357142857,136477.98,28,1,51854,50561,0.23636026227824358,218,2187.1423394495414,False
119,Kashish,Karan,49,Female,Maharashtra,Student,320231,Standard,172639.81,8631.9905,56626.44,20,1,55965,20362,0.5391102360483526,2503,68.97315621254495,False
120,Madhavi,Salvi,45,Female,Karnataka,Lawyer,2283333,Standard,1427668.52,19292.81783783784,136062.93,74,3,141411,96203,0.6252563774096901,1089,1310.9903764921946,True
121,Chaman,Raval,52,Female,Uttar Pradesh,Government Employee,1347458,Silver,406965.14,8658.832765957448,81229.17,47,2,225233,97476,0.3020243599429444,2621,155.27094238840138,False
122,Eesha,Kumer,33,Female,Maharashtra,Professor,1262866,Gold,324589.14,14754.051818181819,117621.09,22,1,557816,206184,0.25702579687789523,23,14112.571304347826,False
123,Falan,Hora,66,Male,Telangana,Business,2890800,Standard,1245447.57,17541.515070422534,142296.45,71,3,123147,91492,0.4308314549605646,2658,468.56567720090294,True
124,Devika,Dubey,38,Female,Gujarat,Manager,960188,Standard,975847.1599999999,11617.228095238093,143209.05,84,3,118494,85404,1.0163084312655437,2529,385.86285488335307,True
125,Theodore,Pingle,35,Male,Maharashtra,Manager,1441804,Gold,1170974.23,15207.457532467532,116146.38,77,3,796810,573905,0.8121590937464455,2005,584.0270473815461,True
126,Hemangini,Mistry,30,Female,Chandigarh,Consultant,942576,Standard,300787.88,15039.394,88897.18,20,1,72782,58009,0.3191126020607357,4,75196.97,False
127,Jyoti,Atwal,33,Female,Gujarat,Lawyer,1964288,Silver,94154.81999999999,4707.741,17904.98,20,1,100701,83755,0.047933307132151694,808,116.52824257425742,False
128,Abha,Vig,23,Female,Delhi,Lawyer,2462900,Standard,877998.4,16566.00754716981,130714.25,53,2,88175,72659,0.3564896666531325,2678,327.8560119492158,False
129,Aachal,Bajwa,55,Female,Uttar Pradesh,Doctor,1842160,Standard,856619.32,16473.44846153846,142704.9,52,2,131927,116882,0.4650080991879098,-64,-13384.676875,False
130,Ekaja,Vyas,62,Female,Maharashtra,Professor,1393719,Standard,853241.87,11850.581527777778,136268.67,72,3,134886,59993,0.6122050929922028,1406,606.8576600284495,False
131,Kamala,Natarajan,64,Female,Maharashtra,Business,1966946,Standard,211913.72,8150.527692307693,114378.14,26,1,90319,66091,0.10773743661493503,2414,87.7853024026512,False
132,Abeer,Nair,31,Male,Telangana,Consultant,1676574,Silver,778207.93,13189.964915254239,106999.28,59,3,280532,163874,0.46416557217277615,204,3814.744754901961,False
133,Ishita,Wadhwa,56,Female,Chandigarh,Government Employee,1297135,Standard,1502284.53,19510.188701298703,143677.24,77,3,107377,74234,1.158155882001488,1607,934.8379153702551,True
134,Krish,Parsa,41,Male,Telangana,Doctor,1821273,Standard,226899.55,9865.197826086956,37248.21,23,1,138117,76760,0.12458294280978194,2121,106.97762847713342,False
135,Rachit,Bera,20,Male,Tamil Nadu,Consultant,1430927,Platinum,769869.76,10546.161095890411,130647.89,73,3,1831223,843575,0.5380216880385932,48,16038.953333333333,False
136,Idika,Chahal,18,Female,Maharashtra,Software Engineer,1829447,Silver,607434.98,13498.55511111111,139215.27,45,2,275671,149487,0.33203201841868063,2854,212.8363629992992,False
137,Unnati,Varkey,29,Female,Maharashtra,Lawyer,1723730,Platinum,361501.4,19026.389473684212,140809.67,19,1,1663282,1538057,0.20972043185417671,2487,145.35641334941698,False
138,Wakeeta,Gole,22,Female,Maharashtra,Lawyer,1039258,Standard,1226994.6300000001,18876.840461538464,139580.41,65,2,149680,117006,1.1806448735540165,281,4366.528932384342,True
139,Indrajit,Bassi,21,Male,Uttar Pradesh,Government Employee,1160021,Standard,760315.03,16895.889555555557,137068.93,45,2,117449,35384,0.6554321257977227,140,5430.821642857143,False
140,Chasmum,Goyal,53,Female,Maharashtra,Teacher,530123,Silver,1594184.81,20179.554556962026,147792.68,79,3,263947,195062,3.0071979710369106,2328,684.7872895189004,True
141,Christopher,Talwar,46,Male,Gujarat,Consultant,2495421,Standard,209479.96,11025.261052631578,46855.01,19,1,85003,61493,0.08394573901558093,1536,136.38018229166667,False
142,Meera,Desai,21,Female,Rajasthan,Business,3385004,Silver,581109.58,22350.36846153846,149238.31,26,1,214849,191518,0.17167175577931368,1279,454.34681782642684,False
143,Viraj,Tella,34,Male,Telangana,Doctor,2511800,Silver,93092.04999999999,4899.581578947368,45614.7,19,1,265156,239158,0.03706188788916315,71,1311.1556338028167,False
144,Mohammed,Ganguly,22,Male,Chandigarh,Doctor,1564513,Standard,216674.71000000002,8666.9884,93461.74,25,1,90730,63318,0.13849339059502863,1803,120.17454797559624,False
145,Zarna,Krishnamurthy,48,Female,Rajasthan,Lawyer,2245716,Standard,148848.78,5724.953076923077,37172.27,26,1,62217,33390,0.06628121276243301,2816,52.85823153409091,False
146,Zayan,Koshy,47,Male,Madhya Pradesh,Business,2185806,Standard,164319.45,6572.778,29161.88,25,1,65396,62066,0.07517567890288526,2466,66.63400243309003,False
147,Tanay,Dalal,69,Male,Uttar Pradesh,Business,3473756,Gold,475635.64999999997,17616.135185185183,137527.41,27,1,788978,542732,0.13692258466052307,793,599.7927490542244,False
148,Charvi,Kunda,59,Female,Telangana,Teacher,685507,Standard,1426366.21,16026.586629213483,139537.6,89,3,104459,94579,2.080746381875021,571,2498.0143782837126,True
149,Netra,Anne,28,Female,Delhi,Software Engineer,949757,Silver,484808.13,7819.485967741935,84312.87,62,3,189096,147407,0.510454916362817,565,858.0674867256637,False
150,Gautami,Borde,62,Female,Gujarat,Lawyer,1060788,Standard,792758.22,17233.874347826088,138006.44,46,2,95236,72143,0.7473295512392674,1079,734.7156811862835,False
151,Charvi,Srinivas,49,Female,Chandigarh,Business,3099132,Standard,820096.79,10790.747236842106,112487.76,76,3,141422,80282,0.2646214456176762,1069,767.1625724976614,False
152,Daniel,Chawla,34,Male,Rajasthan,Professor,1375957,Standard,913298.7,16605.43090909091,146611.7,55,2,142435,92698,0.6637552627007965,951,960.3561514195583,False
153,Tanay,Panchal,66,Male,Delhi,Government Employee,1115643,Silver,922998.1699999999,16781.784909090908,140960.83,55,2,231672,224213,0.8273239468181129,2027,455.3518352244696,True
154,Riya,Shan,66,Female,Gujarat,Government Employee,542185,Standard,940450.9600000001,18085.595384615386,141289.13,52,2,107711,45382,1.7345573189962837,578,1627.0777854671283,True
155,Hamsini,Sheth,45,Female,Rajasthan,Business,1761220,Silver,1258098.75,21323.707627118645,149640.79,59,2,188751,160822,0.7143336721136485,2343,536.9606274007682,True
156,Vedika,Palla,44,Female,Maharashtra,Teacher,646420,Standard,1193172.27,12969.263804347825,145958.12,92,3,120912,83778,1.8458158318121345,2616,456.1056077981651,True
157,Chaitanya,Tak,62,Male,West Bengal,Software Engineer,1491648,Standard,948595.18,11030.176511627908,132575.17,86,3,106881,72885,0.6359376877118462,2548,372.29010204081635,True
158,Ekanta,Butala,23,Female,Gujarat,Consultant,1053918,Standard,734663.85,9666.629605263157,88782.91,76,3,108153,54250,0.6970787575503976,1579,465.27159594680177,False
